id,filename,repository,categories,status,confidence,related_repositories,related_artifacts_note
1202,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1203,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1204,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1205,"experiments.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1206,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1207,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1208,"experiments.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1209,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1210,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1211,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1212,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1213,"research-methods.md","current-repo","Marketing;Research","Active","medium-high (filename/path keyword match, content not read)","",""
1214,"tier-structure.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1215,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1216,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1217,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1218,"evals.json","current-repo","Marketing;SEO","Active","medium-high (filename/path keyword match, content not read)","",""
1219,"playbooks.md","current-repo","Marketing;SEO","Active","medium-high (filename/path keyword match, content not read)","",""
1220,"SKILL.md","current-repo","Marketing;SEO","Active","medium-high (filename/path keyword match, content not read)","",""
1221,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1222,"b2b-prospecting.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1223,"compliance.md","current-repo","Marketing;Compliance","Active","medium-high (filename/path keyword match, content not read)","",""
1224,"data-sources.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1225,"local-prospecting.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1226,"saas-prospecting.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1227,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1228,"journalist-pitching.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1229,"media-outlets.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1230,"newsjacking.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1231,"press-platforms.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1232,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1233,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1234,"affiliate-programs.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1235,"program-examples.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1236,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1237,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1238,"automation-playbooks.md","current-repo","Automation;Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1239,"lifecycle-definitions.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1240,"routing-rules.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1241,"scoring-models.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1242,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1243,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1244,"deck-frameworks.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1245,"demo-scripts.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1246,"objection-library.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1247,"one-pager-templates.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1248,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1249,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1250,"schema-examples.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1251,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1252,"evals.json","current-repo","Marketing;SEO;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
1253,"ai-writing-detection.md","current-repo","AI;Marketing;SEO;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
1254,"international-seo.md","current-repo","Marketing;SEO;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
1255,"SKILL.md","current-repo","Marketing;SEO;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
1256,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1257,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1258,"evals.json","current-repo","Architecture;Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1259,"mermaid-templates.md","current-repo","Architecture;Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1260,"navigation-patterns.md","current-repo","Architecture;Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1261,"site-type-templates.md","current-repo","Architecture;Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1262,"SKILL.md","current-repo","Architecture;Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1263,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1264,"compliance.md","current-repo","Marketing;Compliance","Active","medium-high (filename/path keyword match, content not read)","",""
1265,"platforms.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1266,"sequence-templates.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1267,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1268,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1269,"listening-sources-template.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1270,"listening.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1271,"platform-limits.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1272,"platforms.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1273,"post-templates.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1274,"reverse-engineering.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1275,"short-form-video.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1276,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1277,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1278,"ai-video-prompting.md","current-repo","AI;Prompt Engineering;Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1279,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1280,"README.md","current-repo","Marketing;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
1281,"marketing-tools.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1282,"README.md","current-repo","Marketing;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
1283,"activecampaign.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1284,"adobe-analytics.md","current-repo","Marketing;Analytics","Active","medium-high (filename/path keyword match, content not read)","",""
1285,"ahrefs.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1286,"airops.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1287,"amplitude.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1288,"apollo.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1289,"attentive.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1290,"audiencetap.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1291,"beehiiv.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1292,"brevo.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1293,"browserbase.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1294,"buffer.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1295,"calendly.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1296,"clay.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1297,"clearbit.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1298,"close.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1299,"cogny.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1300,"composio.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1301,"contentful.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1302,"coupler.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1303,"crossbeam.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1304,"customer-io.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1305,"dataforseo.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1306,"demio.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1307,"dub-co.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1308,"exa.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1309,"firecrawl.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1310,"firehose.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1311,"g2.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1312,"ga4.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1313,"github.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1314,"gong.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1315,"google-ads.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1316,"google-search-console.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1317,"heygen.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1318,"hotjar.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1319,"hubspot.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1320,"hunter.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1321,"hyperframes.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1322,"instantly.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1323,"intercom.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1324,"introw.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1325,"keywords-everywhere.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1326,"kit.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1327,"klaviyo.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1328,"lemlist.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1329,"linkedin-ads.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1330,"livestorm.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1331,"mailchimp.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1332,"mention-me.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1333,"meta-ads.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1334,"mixpanel.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1335,"nitrosend.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1336,"onesignal.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1337,"optimizely.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1338,"outreach.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1339,"paddle.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1340,"partnerstack.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1341,"pendo.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1342,"plausible.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1343,"plivo.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1344,"posthog.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1345,"postmark.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1346,"postscript.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1347,"rankparse.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1348,"rb2b.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1349,"resend.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1350,"rewardful.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1351,"salesforce.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1352,"sanity.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1353,"savvycal.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1354,"segment.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1355,"semrush.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1356,"sendgrid.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1357,"sequenzy.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1358,"shopify.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1359,"similarweb.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1360,"snov.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1361,"sparktoro.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1362,"strapi.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1363,"stripe.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1364,"supermetrics.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1365,"tiktok-ads.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1366,"tolt.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1367,"truelist.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1368,"trustpilot.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1369,"twilio.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1370,"typeform.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1371,"webflow.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1372,"wistia.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1373,"wordpress.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1374,"zapier.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1375,"zoominfo.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1376,"REGISTRY.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1377,"validate-skills-official.sh","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1378,"validate-skills.sh","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1379,"VERSIONS.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
1380,"skills-lock.json","current-repo","Unknown","Active","low","",""
1381,"001_create_supplier_schema.sql","current-repo","SQL Migration;Implementation Plan;Supplier","Active","medium-high (filename/path keyword match, content not read)","",""
1382,"package.json","current-repo","Database","Active","medium-high (filename/path keyword match, content not read)","",""
1383,"001_create_supplier_schema.sql","current-repo","SQL Migration;Implementation Plan;Supplier","Active","medium-high (filename/path keyword match, content not read)","",""
1384,"SSL-ACTIVE-CONFIGURE-N8N-ROUTING.md","current-repo","Infrastructure;DevOps;Automation;n8n","Active","medium-high (filename/path keyword match, content not read)","",""
1385,"SSL-CERTIFICATES-ALREADY-ACTIVE.md","current-repo","Infrastructure;DevOps","Active","medium-high (filename/path keyword match, content not read)","",""
1386,"SSL-CONFIGURED-FIX-CONNECTION.md","current-repo","Infrastructure;DevOps","Active","medium-high (filename/path keyword match, content not read)","",""
1387,"SSL-SETUP-COMMAND.txt","current-repo","Infrastructure;DevOps;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
1388,"START-NGINX-VERIFY-CONFIG.md","current-repo","Unknown","Active","low","",""
1389,"start_clean_dev.ps1","current-repo","Unknown","Active","low","",""
1390,"20251109_leaderboard.sql","current-repo","SQL Migration;Implementation Plan","Active","medium-high (filename/path keyword match, content not read)","",""
1391,"SUPPLIER_PROFILE_FILES_INVENTORY.md","current-repo","Supplier","Active","medium-high (filename/path keyword match, content not read)","",""
1392,"SUPPLIER_PROFILE_IMPLEMENTATION_PLAN.md","current-repo","Implementation Plan;Supplier","Active","medium-high (filename/path keyword match, content not read)","",""
1393,"task-definition.json","current-repo","Unknown","Active","low","",""
1394,"test-bell24h-complete.cjs","current-repo","Testing;QA","Active","medium-high (filename/path keyword match, content not read)","",""
1395,"test-final-fixes.cjs","current-repo","Testing;QA","Active","medium-high (filename/path keyword match, content not read)","",""
1396,"test-system-complete.cjs","current-repo","Testing;QA","Active","medium-high (filename/path keyword match, content not read)","",""
1397,"tmp-explain-test.json","current-repo","Testing;QA","Active","medium-high (filename/path keyword match, content not read)","",""
1398,"TODO-21-25-IMPLEMENTATION-COMPLETE.md","current-repo","Implementation Plan","Active","medium-high (filename/path keyword match, content not read)","",""
1399,"TODO-21-25-IMPLEMENTATION-PLAN.md","current-repo","Implementation Plan","Active","medium-high (filename/path keyword match, content not read)","",""
1400,"TODO-ITEMS-21-25-EXTRACTED.md","current-repo","Unknown","Active","low","",""
1401,"train_supplier_model.py","current-repo","Supplier","Active","medium-high (filename/path keyword match, content not read)","",""
1402,"TRANSACTION-LOOP-TEST-REPORT.md","current-repo","Testing;QA","Active","medium-high (filename/path keyword match, content not read)","",""
1403,"trust-engine.sql","current-repo","Unknown","Active","low","",""
1404,"tsconfig.e2e.json","current-repo","Testing;QA","Active","medium-high (filename/path keyword match, content not read)","",""
1405,"tsconfig.json","current-repo","Unknown","Active","low","",""
1406,"tsconfig.server.json","current-repo","Unknown","Active","low","",""
1407,"ULTRA-FAST-MCP-WORKING-REPORT.md","current-repo","Unknown","Active","low","",""
1408,"update-env.sh","current-repo","Unknown","Active","low","",""
1409,"USER-DASHBOARD-FEATURES-LIST.md","current-repo","Unknown","Active","low","",""
1410,"vercel.json","current-repo","Infrastructure;Deployment","Active","medium-high (filename/path keyword match, content not read)","",""
1411,"vercel.local.json","current-repo","Infrastructure;Deployment","Active","medium-high (filename/path keyword match, content not read)","",""
1412,"vercel.production.json","current-repo","Infrastructure;Deployment","Active","medium-high (filename/path keyword match, content not read)","",""
1413,"VERCEL_ENV_SETUP.md","current-repo","Infrastructure;Deployment;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
1414,"VERIFY-SITE-STATUS.md","current-repo","Unknown","Active","low","",""
1415,"WHAT-IS-NEXT.md","current-repo","Unknown","Active","low","",""
1416,"wrangler.toml","current-repo","Unknown","Active","low","",""
1417,"new-mcp-server.yaml","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1418,"new-mcpServer.yaml","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1419,"new-model.yaml","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1420,"Dockerfile","current-repo","Infrastructure;DevOps;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1421,"environment.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1422,"mcp.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1423,"settings.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1424,".env.example","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1425,".env.local.backup.1756839874707","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1426,".env.local.backup.1756844683945","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1427,".env.local.example","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1428,".env.local.txt","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1429,".env.neon","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1430,".env.neon.example","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1431,".env.production.example","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1432,".env.production.protected-backup","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1433,".env.production.template","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1434,".env.staging","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1435,".env.template","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1436,".env.test","current-repo","Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1437,".env.windsurf","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1438,"cypress.yml","current-repo","DevOps;Automation;Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1439,"deploy.yml","current-repo","Deployment;Infrastructure;DevOps;Automation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1440,"pages.yml","current-repo","DevOps;Automation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1441,".protected-files-checksums.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1442,"Complete RFQ Routes, Prisma Baseline, and Deploy.md","current-repo","Database;Deployment;Infrastructure;RFQ;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1443,"Server Verification And n8n 502 Fix Over SSH.md","current-repo","Automation;n8n;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1444,".vercel-env-vars.txt","current-repo","Infrastructure;Deployment;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1445,".webthinkerrc.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1446,"ADD-DNS-A-RECORDS.md","current-repo","Infrastructure;DevOps;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1447,"ADMIN-PANEL-COMPREHENSIVE-AUDIT.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1448,"Aggressive-Git-Cleanup.ps1","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1449,"docker-compose.yml","current-repo","Infrastructure;DevOps;AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1450,"Dockerfile","current-repo","Infrastructure;DevOps;AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1451,"main.py","current-repo","AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1452,"monitoring.py","current-repo","AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1453,"requirements.txt","current-repo","AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1454,"AI-FEATURES-COMPLETE-STATUS.md","current-repo","AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1455,"ALL-API-ROUTES-SUMMARY.md","current-repo","API;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1456,"API-AI-FEATURES-VERIFICATION.md","current-repo","API;AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1457,"api-spec.yaml","current-repo","API;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1458,"package.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1459,"audit-report-2025-09-02.json","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1460,"404-scan-20250801_022036.txt","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1461,"auto-deploy-everything.ps1","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1462,"AUTO-DEPLOY-NOW.ps1","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1463,"AUTO-DEPLOY-SUMMARY.md","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1464,"auto-execution-config.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1465,"auto-fix-502-and-deploy.sh","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1466,"AUTO-VERIFY-SITE.ps1","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1467,"automated-deployment-verification.ps1","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1468,"AUTO_DEPLOY_FINAL.cjs","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1469,"engine.py","current-repo","Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1470,"engine_prisma.py","current-repo","Database;Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1471,"__init__.py","current-repo","Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1472,"ab_test.py","current-repo","API;Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1473,"tasks.py","current-repo","API;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1474,"__init__.py","current-repo","API;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1475,"ai.py","current-repo","API;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1476,"__init__.py","current-repo","API;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1477,"__init__.py","current-repo","API;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1478,"prioritizer.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1479,"__init__.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1480,"verify.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1481,"postgres.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1482,"scaling.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1483,"__init__.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
1484,"conversion_dashboard.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
